approval_amount,contacted,email_contacted_ts,sms_contacted_ts,rent_or_own,months_at_current_residence,years_at_current_residence,direct_deposit,black_listed,language_preference,military_applicant,scheduled_payment_amt,number_of_payments,initial_decision,age
674.0,False,True,True,RENT,0,4,True,False,EN,False,104.02,26,APPROVED,27.0
452.0,False,True,False,OWN,11,6,True,False,EN,False,31.48,52,APPROVED,29.0
958.0,False,True,False,RENT,0,6,True,False,EN,False,123.41,26,APPROVED,30.0
498.0,False,False,True,RENT,0,4,True,False,EN,False,37.5,52,APPROVED,40.0
363.0,False,True,True,OWN,0,3,True,False,EN,False,48.97,26,APPROVED,44.0
406.0,False,True,False,RENT,0,3,True,False,EN,False,60.07,26,APPROVED,31.0
407.0,False,True,True,RENT,11,6,True,False,EN,False,50.13,26,APPROVED,25.0
615.0,False,True,False,RENT,4,0,True,False,EN,False,203.03,26,APPROVED,26.0
781.0,False,False,False,RENT,0,6,True,False,EN,False,107.64,26,APPROVED,46.0
755.0,False,True,True,OWN,0,6,True,False,EN,False,113.06,26,APPROVED,22.0
945.0,False,True,True,RENT,0,2,True,False,EN,False,42.49,52,APPROVED,34.0
742.0,False,True,True,OWN,5,6,False,False,EN,False,105.14,26,APPROVED,47.0
933.0,False,True,False,RENT,7,2,True,False,ES,False,165.37,26,APPROVED,21.0
518.0,False,True,True,RENT,2,2,True,False,EN,False,35.49,52,APPROVED,41.0
1509.0,False,True,True,RENT,1,0,True,False,ES,False,502.81,52,APPROVED,24.0
295.0,False,True,False,RENT,2,1,True,False,EN,False,38.54,26,APPROVED,34.0
1165.0,False,True,True,RENT,0,6,False,False,EN,False,97.78,26,APPROVED,38.0
1727.0,False,False,True,OWN,0,3,True,False,EN,False,182.54,26,APPROVED,41.0
273.0,False,True,True,RENT,9,0,True,False,EN,False,31.38,26,APPROVED,22.0
243.0,False,True,False,OWN,0,6,False,False,EN,False,25.39,52,APPROVED,34.0
1033.0,False,True,True,RENT,0,2,True,False,EN,False,366.39,26,APPROVED,53.0
217.0,False,True,True,RENT,3,3,True,False,EN,False,201.81,52,APPROVED,35.0
414.0,False,True,False,RENT,0,2,True,False,EN,False,149.31,52,DENIED,25.0
618.0,False,True,True,RENT,0,6,True,False,EN,False,47.11,52,APPROVED,45.0
501.0,False,True,True,RENT,0,3,False,False,EN,False,72.72,26,APPROVED,22.0
819.0,False,True,True,RENT,0,1,True,False,EN,False,129.85,24,APPROVED,23.0
435.0,False,True,False,RENT,0,1,True,False,ES,False,118.34,24,APPROVED,27.0
446.0,False,True,False,RENT,0,6,False,False,EN,False,30.08,52,APPROVED,25.0
912.0,False,True,True,OWN,0,10,True,False,EN,False,136.9,26,APPROVED,45.0
1204.0,False,True,True,RENT,2,0,True,False,EN,False,79.95,52,APPROVED,47.0
1246.0,False,True,False,OWN,0,5,True,False,EN,False,82.28,52,APPROVED,29.0
554.0,False,True,False,RENT,6,1,True,False,EN,False,88.99,52,APPROVED,34.0
693.0,False,True,True,OWN,0,6,False,False,EN,False,210.63,26,APPROVED,43.0
163.0,False,True,True,RENT,0,1,True,False,EN,False,25.43,26,APPROVED,55.0
322.0,False,False,False,RENT,0,3,True,False,EN,False,100.35,26,APPROVED,31.0
168.0,False,True,False,RENT,9,6,False,False,EN,False,21.24,52,APPROVED,47.0
479.0,False,True,True,RENT,0,7,True,False,EN,False,67.53,26,APPROVED,34.0
115.0,False,True,True,RENT,1,0,True,False,EN,False,114.58,24,APPROVED,52.0
1525.0,False,True,False,RENT,2,2,True,False,ES,False,220.92,26,APPROVED,36.0
234.0,False,True,False,RENT,11,6,True,False,EN,False,45.64,26,APPROVED,24.0
101.0,False,True,False,OWN,8,4,True,False,EN,False,42.47,52,APPROVED,23.0
149.0,False,True,False,RENT,0,3,True,False,EN,False,22.84,26,APPROVED,37.0
249.0,False,True,False,RENT,0,6,True,False,EN,False,15.46,52,APPROVED,26.0
447.0,False,True,False,RENT,8,3,True,False,EN,False,66.34,26,APPROVED,20.0
802.0,False,True,True,RENT,0,6,False,False,EN,False,171.19,26,APPROVED,49.0
435.0,False,True,True,OWN,0,6,True,False,EN,False,29.91,52,APPROVED,37.0
1454.0,False,True,True,OWN,0,2,True,False,EN,False,93.42,52,APPROVED,48.0
372.0,False,False,True,OWN,11,6,True,False,EN,False,73.94,12,APPROVED,53.0
1212.0,False,True,False,OWN,0,6,True,False,EN,False,174.38,26,APPROVED,61.0
444.0,False,False,False,RENT,0,6,True,False,EN,False,32.6,52,APPROVED,30.0
707.0,False,True,True,RENT,1,2,True,False,EN,False,90.97,26,APPROVED,36.0
764.0,False,True,False,RENT,0,2,True,False,EN,False,84.7,24,APPROVED,49.0
809.0,False,True,True,OWN,0,6,True,False,EN,False,111.36,26,APPROVED,39.0
1363.0,False,True,True,OWN,0,6,True,False,EN,False,261.01,52,APPROVED,51.0
282.0,False,True,False,RENT,3,3,True,False,EN,False,46.63,26,APPROVED,36.0
643.0,False,True,True,RENT,3,1,True,False,EN,False,96.74,26,APPROVED,29.0
1023.0,False,True,True,RENT,4,0,True,False,EN,False,68.1,52,APPROVED,26.0
54.0,False,True,False,RENT,0,1,True,False,EN,False,16.73,52,APPROVED,41.0
875.0,False,True,False,RENT,1,0,True,False,EN,False,55.22,52,APPROVED,29.0
347.0,False,True,False,OWN,0,2,True,False,EN,False,38.24,26,APPROVED,42.0
986.0,False,True,True,RENT,0,2,False,False,ES,False,127.46,26,APPROVED,25.0
982.0,False,True,False,RENT,0,4,False,False,EN,False,129.76,26,APPROVED,37.0
125.0,False,True,False,OWN,0,15,True,False,EN,False,50.01,26,APPROVED,54.0
736.0,False,True,True,OWN,0,2,False,False,EN,False,88.85,26,APPROVED,55.0
819.0,False,True,False,OWN,0,3,True,False,EN,False,235.1,26,APPROVED,47.0
307.0,False,True,True,RENT,0,4,True,False,EN,False,64.16,26,APPROVED,23.0
683.0,False,False,False,OWN,4,3,True,False,EN,False,93.08,26,APPROVED,46.0
769.0,False,True,False,OWN,0,6,True,False,EN,False,94.35,26,APPROVED,53.0
630.0,False,False,False,RENT,8,1,True,False,ES,False,39.89,52,APPROVED,39.0
441.0,False,True,False,OWN,0,3,True,False,EN,False,64.39,26,APPROVED,51.0
115.0,False,True,True,OWN,0,6,True,False,EN,False,128.34,12,APPROVED,62.0
602.0,False,False,False,OWN,0,6,True,False,EN,False,80.57,52,APPROVED,49.0
565.0,False,False,False,RENT,0,1,True,False,EN,False,155.34,12,APPROVED,68.0
654.0,False,True,True,RENT,0,5,True,False,EN,False,236.38,52,APPROVED,41.0
1306.0,False,False,False,OWN,0,6,True,False,EN,False,363.04,24,APPROVED,71.0
680.0,False,True,True,RENT,0,4,True,False,EN,False,112.37,24,APPROVED,31.0
662.0,False,True,False,OWN,1,6,True,False,EN,False,220.52,12,APPROVED,48.0
917.0,False,True,False,RENT,0,3,True,False,EN,False,250.23,52,APPROVED,54.0
649.0,False,False,False,RENT,0,3,True,False,EN,False,96.62,26,APPROVED,44.0
688.0,False,True,False,RENT,0,1,True,False,EN,False,88.43,26,APPROVED,40.0
121.0,False,True,True,OWN,6,6,True,False,EN,False,76.99,24,APPROVED,46.0
722.0,False,False,True,RENT,0,2,True,False,EN,False,261.0,26,APPROVED,31.0
906.0,False,False,False,OWN,0,6,False,False,EN,False,111.31,26,APPROVED,46.0
420.0,False,True,True,RENT,0,6,True,False,EN,False,155.18,52,APPROVED,48.0
225.0,False,True,False,RENT,6,1,True,False,EN,False,33.72,24,APPROVED,69.0
623.0,False,True,False,RENT,0,2,True,False,EN,False,99.51,26,APPROVED,45.0
524.0,False,True,False,OWN,0,6,True,False,EN,False,39.16,52,APPROVED,37.0
413.0,False,True,True,OWN,0,6,True,False,EN,False,124.25,12,APPROVED,39.0
1528.0,False,True,True,RENT,0,3,True,False,EN,False,502.51,26,APPROVED,61.0
911.0,False,True,False,OWN,4,4,True,False,EN,False,75.3,52,APPROVED,42.0
637.0,False,False,True,RENT,0,3,False,False,ES,False,33.93,52,APPROVED,37.0
266.0,False,True,True,RENT,6,5,False,False,EN,False,82.93,24,APPROVED,28.0
271.0,False,True,False,OWN,11,6,True,False,EN,False,19.4,52,APPROVED,49.0
372.0,False,True,False,OWN,0,6,True,False,EN,False,46.12,26,APPROVED,24.0
709.0,False,True,False,RENT,3,2,True,False,EN,False,60.22,52,APPROVED,41.0
203.0,False,True,False,RENT,2,4,True,False,EN,False,28.21,26,APPROVED,35.0
541.0,False,True,True,RENT,5,0,True,False,EN,False,88.28,26,APPROVED,40.0
1023.0,False,True,False,OWN,0,16,True,False,EN,False,97.74,52,APPROVED,54.0
616.0,False,True,False,OWN,0,6,True,False,EN,False,54.96,52,APPROVED,53.0
254.0,False,True,True,RENT,0,6,True,False,EN,False,33.41,24,APPROVED,30.0
880.0,False,True,True,RENT,6,0,True,False,EN,False,426.15,24,APPROVED,44.0
419.0,False,True,True,RENT,11,6,True,False,EN,False,92.09,26,APPROVED,59.0
250.0,False,True,False,RENT,0,5,True,False,ES,False,39.22,52,APPROVED,46.0
577.0,False,True,False,RENT,0,2,True,False,EN,False,93.43,26,APPROVED,58.0
627.0,True,True,True,OWN,10,6,True,False,EN,False,88.57,26,APPROVED,61.0
199.0,False,True,True,RENT,6,5,False,False,EN,False,32.83,26,APPROVED,32.0
291.0,False,True,True,RENT,1,0,True,False,EN,False,90.0,26,APPROVED,58.0
164.0,False,True,True,RENT,0,6,True,False,EN,False,16.87,26,APPROVED,38.0
85.0,False,True,True,RENT,0,6,True,False,ES,False,74.45,26,APPROVED,35.0
213.0,False,False,False,RENT,1,0,False,False,EN,False,27.05,26,APPROVED,23.0
1461.0,False,True,True,RENT,0,2,False,False,EN,False,101.29,52,APPROVED,38.0
171.0,False,True,False,RENT,0,6,True,False,EN,False,207.69,52,APPROVED,32.0
773.0,False,True,True,RENT,4,0,True,False,EN,False,132.53,26,APPROVED,37.0
391.0,False,True,True,RENT,2,1,False,False,EN,False,134.52,52,APPROVED,33.0
1099.0,False,True,True,OWN,0,6,True,False,EN,False,145.67,26,APPROVED,31.0
509.0,False,True,False,RENT,0,6,False,False,EN,False,34.35,52,APPROVED,24.0
572.0,False,False,True,RENT,0,3,True,False,EN,False,78.71,24,APPROVED,24.0
592.0,False,True,False,RENT,0,6,True,False,EN,False,259.32,26,APPROVED,42.0
123.0,False,True,False,OWN,0,6,True,False,EN,False,36.05,52,APPROVED,28.0
467.0,False,True,False,RENT,0,3,True,False,EN,False,77.77,26,APPROVED,37.0
667.0,False,True,True,RENT,2,3,True,False,EN,False,45.72,52,APPROVED,32.0
357.0,False,True,True,OWN,4,5,True,False,EN,False,57.28,24,APPROVED,48.0
254.0,False,True,False,RENT,6,0,True,False,EN,False,16.98,52,APPROVED,25.0
412.0,False,True,False,OWN,1,5,True,False,ES,False,161.58,26,APPROVED,48.0
528.0,False,True,False,RENT,1,0,True,False,EN,False,84.09,26,APPROVED,59.0
709.0,False,True,False,OWN,0,5,True,False,EN,False,229.21,12,APPROVED,57.0
877.0,False,True,False,OWN,5,10,False,False,EN,False,58.6,52,APPROVED_WITH_CONDITIONS,54.0
810.0,False,True,True,RENT,11,6,True,False,EN,False,54.68,52,APPROVED,37.0
784.0,False,True,False,RENT,6,0,True,False,EN,False,87.44,26,APPROVED,50.0
501.0,False,False,False,RENT,0,2,False,False,EN,False,40.59,52,APPROVED,44.0
842.0,False,True,True,OWN,0,2,True,False,EN,False,121.97,26,APPROVED,34.0
447.0,False,True,True,RENT,5,0,True,False,EN,False,59.44,26,APPROVED,28.0
821.0,False,True,True,RENT,0,3,True,False,EN,False,122.65,26,APPROVED,52.0
966.0,False,True,True,RENT,9,5,True,False,EN,False,290.89,52,APPROVED,27.0
859.0,False,True,True,OWN,2,5,True,False,EN,False,142.22,24,APPROVED,35.0
364.0,False,True,True,RENT,0,3,True,False,EN,False,130.0,26,APPROVED,55.0
1617.0,False,True,False,RENT,0,6,True,False,EN,False,264.03,24,APPROVED,45.0
1108.0,False,True,True,OWN,2,6,True,False,EN,False,158.7,24,APPROVED,36.0
540.0,False,True,False,OWN,11,6,True,False,EN,False,193.5,26,APPROVED,53.0
584.0,False,False,False,RENT,3,3,True,False,EN,False,243.18,12,APPROVED,52.0
512.0,False,True,True,OWN,11,6,True,False,EN,False,84.38,24,APPROVED,22.0
520.0,False,True,False,RENT,0,2,True,False,EN,False,76.65,26,APPROVED,38.0
1884.0,False,True,False,OWN,11,0,True,False,EN,False,123.74,52,APPROVED,35.0
857.0,False,True,True,RENT,0,5,True,False,EN,False,130.31,26,APPROVED,32.0
621.0,False,True,True,RENT,0,6,True,False,EN,False,77.55,52,APPROVED,52.0
643.0,False,True,True,OWN,0,5,True,False,EN,False,71.97,52,APPROVED,48.0
887.0,False,True,False,RENT,10,3,True,False,EN,False,67.85,52,APPROVED,49.0
866.0,False,True,True,RENT,0,1,True,False,EN,False,304.12,26,DENIED,28.0
735.0,False,True,False,RENT,2,1,True,False,EN,False,96.25,26,APPROVED,36.0
81.0,False,True,True,RENT,0,6,False,False,ES,False,25.5,52,APPROVED,44.0
589.0,False,True,True,OWN,0,2,False,False,EN,False,78.38,26,APPROVED,47.0
1107.0,False,False,True,OWN,0,6,True,False,EN,False,83.96,52,APPROVED,20.0
262.0,False,True,False,RENT,0,2,True,False,EN,False,35.65,52,APPROVED,37.0
796.0,False,True,True,RENT,0,6,True,False,EN,False,54.13,52,APPROVED,45.0
1065.0,False,True,True,RENT,1,0,True,False,EN,False,81.87,52,APPROVED,37.0
308.0,False,False,False,OWN,0,3,False,False,ES,False,87.09,26,APPROVED,48.0
214.0,False,True,True,OWN,6,0,True,False,EN,False,80.29,26,APPROVED,25.0
575.0,False,True,True,RENT,0,4,False,False,EN,False,40.81,52,APPROVED,48.0
839.0,False,True,True,RENT,9,3,True,False,EN,False,51.9,52,APPROVED,38.0
757.0,False,True,True,RENT,11,5,False,False,ES,False,164.26,26,APPROVED,44.0
304.0,False,True,True,OWN,0,6,True,False,EN,False,49.93,24,DENIED,28.0
973.0,False,True,True,RENT,0,6,True,False,EN,False,148.07,26,APPROVED,30.0
733.0,False,True,True,RENT,0,3,True,False,EN,False,111.99,26,APPROVED,33.0
606.0,False,False,True,OWN,0,3,True,False,EN,False,200.05,12,APPROVED,35.0
833.0,False,False,False,RENT,0,2,True,False,EN,False,121.83,52,APPROVED,22.0
681.0,False,True,True,RENT,0,5,True,False,EN,False,93.08,26,APPROVED,37.0
89.0,False,True,False,RENT,3,1,True,False,EN,False,46.5,26,APPROVED,50.0
652.0,False,True,True,OWN,0,6,True,False,EN,False,91.01,26,APPROVED,55.0
150.0,False,True,True,OWN,0,6,True,False,EN,False,26.55,52,APPROVED,55.0
803.0,False,True,False,OWN,2,2,True,False,EN,False,140.39,26,APPROVED,25.0
719.0,False,True,True,RENT,1,6,True,False,EN,False,103.2,52,APPROVED,43.0
489.0,False,True,True,RENT,0,3,True,False,EN,False,32.65,52,APPROVED,25.0
687.0,False,True,True,RENT,2,3,False,False,EN,False,364.11,52,APPROVED,23.0
659.0,False,True,False,OWN,0,4,True,False,EN,False,102.24,26,APPROVED,37.0
538.0,False,True,False,RENT,0,6,True,False,EN,False,81.87,26,APPROVED,24.0
732.0,False,True,False,RENT,3,1,True,False,ES,False,100.84,24,APPROVED,43.0
1551.0,False,False,False,RENT,0,3,True,False,ES,False,111.7,52,APPROVED,38.0
1508.0,False,True,True,OWN,6,0,True,False,EN,False,621.88,52,APPROVED,47.0
253.0,False,True,False,RENT,0,3,False,False,EN,False,41.22,26,APPROVED,37.0
630.0,False,True,False,RENT,0,6,True,False,EN,False,46.89,52,APPROVED,30.0
1012.0,False,True,True,OWN,9,14,True,False,EN,False,139.9,52,APPROVED,23.0
1184.0,False,False,False,OWN,4,5,True,False,EN,False,80.43,52,APPROVED,37.0
113.0,False,True,True,RENT,0,1,False,False,EN,False,28.23,26,APPROVED,26.0
600.0,False,True,False,RENT,6,0,True,False,EN,False,37.63,52,APPROVED,31.0
456.0,False,True,True,RENT,0,1,True,False,EN,False,157.67,12,APPROVED,33.0
608.0,False,True,True,RENT,0,1,True,False,EN,False,42.03,52,APPROVED,25.0
48.0,False,True,False,RENT,4,4,True,False,EN,False,75.38,26,APPROVED,28.0
178.0,False,True,True,RENT,6,0,True,False,EN,False,24.6,26,APPROVED,28.0
158.0,False,True,False,RENT,0,3,True,False,EN,False,21.22,26,APPROVED,41.0
833.0,False,True,False,RENT,0,6,False,False,EN,False,63.24,52,APPROVED,40.0
242.0,False,True,True,OWN,11,6,False,False,EN,False,149.46,26,APPROVED,58.0
552.0,False,True,True,RENT,0,6,True,False,EN,False,63.99,26,APPROVED,38.0
72.0,False,True,True,RENT,0,2,True,False,EN,False,29.57,24,APPROVED,24.0
846.0,False,True,True,RENT,0,6,False,False,EN,False,280.06,12,APPROVED,38.0
912.0,False,True,True,RENT,0,10,True,False,EN,False,195.47,26,APPROVED,53.0
907.0,False,False,False,OWN,9,1,False,False,EN,False,61.67,52,APPROVED,43.0
455.0,False,False,False,RENT,0,6,False,False,EN,False,74.86,24,APPROVED,41.0
365.0,False,False,False,RENT,0,10,True,False,EN,False,158.56,12,APPROVED,51.0
848.0,False,True,True,OWN,9,2,False,False,EN,False,63.68,52,APPROVED,53.0
1456.0,False,False,False,OWN,0,6,True,False,EN,False,197.71,24,APPROVED,52.0
1139.0,False,True,False,OWN,0,13,True,False,EN,False,79.49,52,APPROVED,28.0
255.0,False,True,False,RENT,5,0,True,False,EN,False,53.31,26,APPROVED_WITH_CONDITIONS,60.0
403.0,False,True,True,RENT,9,0,True,False,EN,False,58.06,26,APPROVED,31.0
338.0,False,True,False,RENT,0,2,True,False,EN,False,20.15,52,APPROVED,29.0
695.0,False,True,False,RENT,4,0,True,False,EN,False,94.01,26,APPROVED,30.0
534.0,False,True,False,OWN,0,6,True,False,EN,False,67.47,24,APPROVED,26.0
997.0,False,True,True,OWN,0,6,True,False,EN,False,150.71,26,APPROVED,40.0
204.0,False,False,False,RENT,6,3,True,False,EN,False,27.25,26,APPROVED,42.0
735.0,False,True,True,OWN,11,10,True,False,EN,False,94.28,26,APPROVED,38.0
463.0,False,True,False,RENT,0,1,True,False,EN,False,68.0,24,APPROVED,52.0
1040.0,False,True,False,OWN,10,3,True,False,ES,False,169.99,52,APPROVED,31.0
1326.0,False,True,False,OWN,0,8,True,False,EN,False,171.12,52,APPROVED_WITH_CONDITIONS,37.0
436.0,False,False,False,RENT,0,2,True,False,EN,False,55.65,26,APPROVED,23.0
255.0,False,False,False,RENT,0,2,True,False,EN,False,30.94,26,APPROVED,37.0
761.0,False,True,False,RENT,5,3,True,False,EN,False,100.1,26,APPROVED,26.0
1025.0,False,True,False,OWN,11,6,True,False,EN,False,232.8,12,APPROVED,38.0
773.0,False,True,True,OWN,1,1,True,False,EN,False,98.48,24,APPROVED,19.0
310.0,False,True,False,RENT,0,8,True,False,EN,False,45.26,26,APPROVED,51.0
579.0,False,True,True,RENT,0,3,False,False,ES,False,35.73,52,APPROVED,30.0
368.0,False,True,False,RENT,6,0,True,False,EN,False,23.39,52,APPROVED,44.0
613.0,False,True,False,RENT,0,8,True,False,EN,False,39.09,52,APPROVED_WITH_CONDITIONS,32.0
326.0,False,True,False,OWN,0,43,True,False,EN,False,58.29,26,APPROVED,63.0
975.0,False,True,False,RENT,0,3,True,False,EN,False,73.41,52,APPROVED,43.0
545.0,False,True,True,RENT,0,1,True,False,EN,False,155.99,12,APPROVED,27.0
550.0,False,True,False,RENT,2,0,True,False,EN,False,74.42,26,APPROVED,39.0
299.0,False,True,False,RENT,0,6,True,False,EN,False,19.53,52,APPROVED,30.0
469.0,False,True,True,RENT,3,3,False,False,ES,False,94.62,26,APPROVED,28.0
740.0,False,True,True,RENT,4,2,False,False,EN,False,184.9,24,APPROVED,47.0
597.0,False,True,False,RENT,11,2,True,False,EN,False,63.73,52,APPROVED,23.0
866.0,False,True,True,OWN,0,6,True,False,EN,False,252.37,26,APPROVED,59.0
280.0,False,True,True,RENT,0,1,True,False,EN,False,24.84,52,APPROVED,36.0
240.0,False,True,True,OWN,0,11,False,False,EN,False,28.87,26,APPROVED,38.0
653.0,False,True,True,RENT,0,1,True,False,EN,False,99.14,24,APPROVED,52.0
1156.0,False,True,False,RENT,0,4,True,False,EN,False,75.85,52,APPROVED,38.0
58.0,False,False,False,RENT,2,6,True,False,EN,False,28.77,52,APPROVED,30.0
599.0,False,True,False,RENT,0,6,True,False,EN,False,108.95,24,APPROVED,42.0
892.0,False,True,True,OWN,0,2,False,False,EN,False,64.26,52,APPROVED,29.0
764.0,False,True,False,RENT,0,6,True,False,EN,False,137.96,24,APPROVED,33.0
1304.0,False,True,False,OWN,0,6,True,False,EN,False,81.89,52,APPROVED,42.0
513.0,False,False,False,RENT,0,1,True,False,EN,False,77.74,52,APPROVED,45.0
802.0,False,True,True,OWN,2,0,False,False,EN,False,58.84,52,APPROVED,35.0
878.0,False,True,True,OWN,0,6,True,False,EN,False,135.99,24,APPROVED,46.0
121.0,False,True,True,RENT,0,2,True,False,EN,False,22.18,26,APPROVED,32.0
404.0,False,True,False,RENT,0,5,True,False,EN,False,83.65,26,APPROVED,22.0
1120.0,False,True,True,RENT,0,2,True,False,EN,False,153.86,52,APPROVED,25.0
519.0,False,True,True,RENT,8,0,True,False,EN,False,62.12,52,APPROVED,33.0
1134.0,False,True,True,RENT,8,0,True,False,EN,False,376.45,24,APPROVED,26.0
348.0,False,True,True,OWN,0,3,False,False,EN,False,29.73,52,APPROVED,31.0
1381.0,False,True,False,RENT,8,0,False,False,EN,False,205.53,24,APPROVED,44.0
726.0,False,True,True,OWN,0,3,True,False,EN,False,55.46,52,APPROVED,34.0
208.0,False,True,True,RENT,5,0,True,False,EN,False,53.54,52,APPROVED,37.0
772.0,False,True,False,RENT,6,2,True,False,EN,False,148.69,26,APPROVED,39.0
385.0,False,True,True,RENT,0,6,False,False,EN,False,62.36,24,APPROVED,31.0
532.0,False,True,False,RENT,0,1,True,False,EN,False,74.41,26,APPROVED,40.0
350.0,False,True,False,RENT,0,3,True,False,EN,False,21.68,26,APPROVED,30.0
612.0,False,True,False,OWN,11,6,True,False,EN,False,188.54,12,APPROVED,66.0
875.0,False,False,False,RENT,0,2,True,False,EN,False,132.92,26,APPROVED,45.0
658.0,False,True,True,RENT,0,1,True,False,EN,False,98.16,26,APPROVED,41.0
158.0,False,True,False,RENT,6,2,True,False,EN,False,8.98,52,APPROVED,40.0
222.0,False,True,True,RENT,0,6,True,False,EN,False,63.4,26,APPROVED,25.0
718.0,False,True,False,OWN,0,20,True,False,EN,False,94.36,26,APPROVED,46.0
519.0,False,True,True,RENT,2,0,True,False,EN,False,35.19,52,APPROVED,26.0
718.0,False,True,False,RENT,3,0,True,False,EN,False,100.58,26,APPROVED,25.0
1301.0,False,True,False,OWN,0,1,True,False,EN,False,403.13,12,APPROVED,46.0
899.0,False,True,True,RENT,3,6,True,False,EN,False,297.69,12,APPROVED,39.0
808.0,False,True,True,OWN,11,6,True,False,ES,False,236.28,52,APPROVED,53.0
509.0,False,True,False,RENT,1,3,True,False,EN,False,214.93,12,APPROVED,33.0
134.0,False,True,True,OWN,0,6,True,False,EN,False,42.94,12,APPROVED,67.0
444.0,False,True,False,RENT,0,1,True,False,EN,False,64.31,26,APPROVED,35.0
265.0,False,True,True,RENT,0,2,True,False,EN,False,71.14,26,APPROVED,36.0
501.0,False,True,False,OWN,0,6,False,False,EN,False,34.97,52,APPROVED,53.0
561.0,False,True,True,RENT,1,6,True,False,EN,False,77.28,26,APPROVED,32.0
133.0,False,False,False,RENT,0,6,True,False,EN,False,27.93,26,APPROVED,57.0
769.0,False,True,False,RENT,0,2,True,False,EN,False,115.61,26,APPROVED,32.0
769.0,False,True,True,OWN,0,6,True,False,EN,False,57.97,52,APPROVED,29.0
441.0,False,True,True,OWN,0,2,False,False,EN,False,54.03,26,APPROVED,31.0
615.0,False,False,False,RENT,1,2,True,False,EN,False,92.23,26,APPROVED,25.0
894.0,False,True,True,OWN,0,6,False,False,ES,False,126.94,26,APPROVED,22.0
221.0,False,True,False,RENT,2,3,True,False,EN,False,53.32,26,APPROVED,32.0
209.0,False,True,False,OWN,0,3,False,False,EN,False,22.13,52,APPROVED,29.0
720.0,False,True,True,OWN,0,6,True,False,EN,False,97.84,26,APPROVED,42.0
983.0,False,True,False,OWN,0,2,True,False,EN,False,175.54,26,APPROVED,27.0
889.0,False,True,False,RENT,9,0,True,False,EN,False,101.44,12,APPROVED_WITH_CONDITIONS,30.0
648.0,False,True,True,RENT,0,1,True,False,EN,False,51.07,52,DENIED,25.0
613.0,False,True,True,OWN,0,2,True,False,EN,False,86.33,24,APPROVED,31.0
205.0,False,True,False,RENT,0,1,True,False,EN,False,45.46,26,APPROVED,64.0
1234.0,False,True,True,OWN,5,1,True,False,EN,False,168.87,26,APPROVED,32.0
610.0,False,True,True,RENT,0,2,True,False,EN,False,83.82,26,APPROVED,30.0
185.0,False,True,False,RENT,2,2,False,False,EN,False,81.67,12,APPROVED,63.0
556.0,False,True,True,OWN,0,6,True,False,ES,False,182.59,26,APPROVED,51.0
381.0,False,True,True,RENT,6,0,True,False,EN,False,24.72,52,APPROVED,31.0
612.0,False,False,False,OWN,0,2,True,False,EN,False,93.3,26,APPROVED,54.0
155.0,False,True,False,RENT,0,6,True,False,EN,False,44.7,12,APPROVED,65.0
817.0,False,True,False,RENT,0,2,False,False,EN,False,147.8,12,APPROVED,34.0
735.0,False,True,True,OWN,0,5,True,False,ES,False,49.68,52,APPROVED,35.0
348.0,False,True,True,RENT,0,2,True,False,EN,False,25.59,52,APPROVED,41.0
756.0,False,True,True,RENT,0,3,False,False,ES,False,77.94,26,APPROVED,47.0
384.0,False,True,True,RENT,0,1,True,False,EN,False,54.52,26,APPROVED,58.0
87.0,False,True,False,RENT,0,1,True,False,EN,False,45.84,26,APPROVED,28.0
240.0,False,True,True,RENT,2,4,True,False,EN,False,75.3,52,APPROVED,39.0
675.0,False,True,True,RENT,0,4,True,False,EN,False,44.85,52,APPROVED,65.0
116.0,False,True,True,OWN,11,6,True,False,ES,False,38.63,24,APPROVED,46.0
253.0,False,True,True,OWN,0,4,True,False,EN,False,26.78,52,APPROVED,33.0
156.0,False,True,False,RENT,10,1,True,False,ES,False,61.6,12,APPROVED,43.0
312.0,False,True,True,OWN,1,6,True,False,EN,False,115.55,52,APPROVED,43.0
683.0,False,True,True,OWN,3,4,True,False,EN,False,46.12,52,APPROVED,50.0
964.0,False,True,False,OWN,0,6,False,False,EN,False,63.03,52,APPROVED,56.0
478.0,False,False,False,RENT,0,2,True,False,EN,False,157.64,24,APPROVED,36.0
1429.0,False,False,True,RENT,6,2,False,False,ES,False,469.61,52,APPROVED,33.0
513.0,False,True,False,RENT,0,2,True,False,EN,False,39.38,52,APPROVED,41.0
288.0,False,True,True,RENT,0,5,True,False,EN,False,194.22,26,DENIED,31.0
293.0,False,False,False,OWN,11,6,True,False,EN,False,19.91,52,APPROVED,37.0
438.0,False,True,True,RENT,0,3,True,False,EN,False,66.54,26,APPROVED,36.0
393.0,False,True,False,OWN,3,6,True,False,EN,False,131.86,12,APPROVED_WITH_CONDITIONS,49.0
539.0,False,True,True,OWN,0,3,True,False,EN,False,73.3,26,APPROVED,29.0
393.0,False,True,True,RENT,2,6,True,False,EN,False,19.62,52,APPROVED,24.0
296.0,False,True,False,OWN,11,6,True,False,EN,False,115.58,26,APPROVED,62.0
140.0,False,True,True,RENT,3,1,False,False,EN,False,21.84,24,APPROVED,37.0
377.0,False,True,False,RENT,0,3,True,False,EN,False,132.64,12,APPROVED,34.0
727.0,False,True,True,RENT,0,3,True,False,EN,False,138.1,26,APPROVED,31.0
